geography,variable,metric,data_year,estimate,geography_type,moe,share,share_moe,grouping
Sacramento,"Fatalities per 100,000 People",1yr Fatality Rate,2020,10.506605431198649,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2010,10.699297232857443,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2011,9.879915857648637,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2012,11.744389470262266,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2013,12.061554439733891,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2014,11.629060029388167,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2015,11.650968751572218,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2016,13.23913071694652,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2017,9.88884177895595,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2018,10.52219621941233,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2019,10.098210204670687,Metro Regions,0,0,0,All
San Antonio,"Fatalities per 100,000 People",1yr Fatality Rate,2020,10.85452881093461,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2010,6.153911306918717,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2011,6.632146832463804,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2012,6.966618287373004,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2013,6.3092186287646195,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2014,7.3198093833673195,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2015,7.632413058748483,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2016,7.469210255502318,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2017,7.30890635920534,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2018,8.083969125898887,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2019,7.6295063468144395,Metro Regions,0,0,0,All
San Diego,"Fatalities per 100,000 People",1yr Fatality Rate,2020,8.75459164793906,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2010,4.9952475769580325,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2011,4.844429494528942,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2012,5.047031859456086,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2013,4.311589526031222,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2014,4.723602345111111,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2015,6.356914384766973,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2016,6.058163974135204,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2017,5.658319143721056,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2018,5.6971773433079775,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2019,5.438454222113722,Metro Regions,0,0,0,All
Seattle,"Fatalities per 100,000 People",1yr Fatality Rate,2020,5.598646604611426,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2010,8.50407882475421,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2011,8.069729597182281,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2012,9.287353379796762,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2013,8.375714151500272,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2014,8.973688526365626,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2015,9.790686587332704,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2016,10.083827873901953,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2017,11.12561790054753,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2018,10.624188643444766,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2019,10.308676879129228,Metro Regions,0,0,0,All
St Louis,"Fatalities per 100,000 People",1yr Fatality Rate,2020,10.950072051474098,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2010,13.090477013625843,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2011,12.876106436461523,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2012,13.594082121449576,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2013,12.142919358639022,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2014,13.483831984988615,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2015,14.872834983276602,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2016,17.207803862445257,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2017,15.351682374792935,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2018,15.601358917257047,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2019,14.980070590149284,Metro Regions,0,0,0,All
Tampa,"Fatalities per 100,000 People",1yr Fatality Rate,2020,15.927214493806613,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2010,6.008692718020391,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2011,5.99751639689417,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2012,5.310752372428806,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2013,5.195830021668235,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2014,5.220441095392004,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2015,5.085058899314459,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2016,5.227423022309437,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2017,5.886035237603137,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2018,5.519394008602641,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2019,5.63154998397465,Metro Regions,0,0,0,All
Washington DC,"Fatalities per 100,000 People",1yr Fatality Rate,2020,5.903732058277145,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,8.992113187385035,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,10.396541832306655,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,8.84311328008719,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.620909899070679,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,4.547626566193258,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,9.334231461247056,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.2129633006188,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,8.975272901622496,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,6.267505378197183,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,7.014863979178435,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,10.016687068812656,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,4.778657176047752,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,6.9541029207232254,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,7.915506264599512,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,11.655690252860582,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,4.323512715187354,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,4.722704964005925,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.82677092873942,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,12.90210970699599,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,7.029564339163568,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,10.71382973587665,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,6.7715966019361655,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.252692004652384,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,9.015386024038682,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,9.383970784047445,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,7.828039866757894,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.505872884824854,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,5.531395712304042,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,8.906903611189936,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,14.217312947033196,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2010,6.526167322205776,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.07542217901494,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,9.79247267476634,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.501784363745426,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.236351804889126,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.37652118226505,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.684545398977066,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.6976788871001105,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.38168753273612,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.862519573396755,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,6.868403462030607,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,9.728928686651521,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.202519520493571,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,7.061523523700239,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,7.161535653942113,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,10.531860778934252,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.044967615551594,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.544088510715229,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.545398327642299,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,11.990829765419766,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,6.748724973031881,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,9.445594220645708,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,6.266360760453201,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,4.97871108071304,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.38554342762353,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,9.275610324607992,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,7.187548291340082,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.03054317002497,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.166520944281058,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,8.408569071981095,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,13.341736853721018,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2011,5.9638461294028335,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,7.679316568682642,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,9.477535367491152,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,8.35319803380038,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.858063395217401,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.2321087241760535,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,8.213622502530852,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.468417255300791,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,8.046780321222721,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,5.604083584764431,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,6.830796710610751,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,9.433017626599668,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.080839787363515,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,6.603023070803501,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,6.671399472788097,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,9.727958341617104,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,3.719264075089984,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.44310561300776,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,5.3933155095650065,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,11.008148517008832,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,6.390605312590524,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,8.683687422405576,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,5.860783842269776,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.6654768080848825,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,7.937619446736719,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,9.649190388767478,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,6.663441380422513,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.798728687760922,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,4.926915093296456,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,8.22086303953302,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,12.788332366590693,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2012,5.401675759349765,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,7.454957913124342,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,8.930224811561299,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,8.009092118286528,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.800550492518016,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.115950287351652,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,7.854730115431044,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.380734790835872,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,7.709465259352957,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,5.29493966528018,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,6.929596194882678,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,9.235584446852052,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,3.87933151926473,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,5.77789914004282,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,6.477683770687582,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,9.113046727719967,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,3.5299650775709828,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.360703760854583,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,5.280396776328347,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,10.295165256526515,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,6.2221102226651865,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,8.6920074999607575,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,5.1649172992448795,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.724840971326571,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,8.028142911192512,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,9.861011301492363,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,6.213624407116671,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.460632126931066,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,4.802470788419421,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,7.905965103849993,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,12.026160518652107,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2013,5.065934271126529,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.285303196117027,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,8.909340277722338,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.451463428940114,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.760554566566043,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.114655100859892,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.785896787646378,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.368753936650241,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.837602069220809,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,5.3825391116890575,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.117366650824329,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,9.190749485531475,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,3.872579202457744,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,5.75677998848644,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,6.533529400746573,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,8.952064723601106,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,3.3006498239938757,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.236431323054505,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,5.190892207128015,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,10.104978340899926,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,6.202712690630272,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,8.760722086379797,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,5.192638266298671,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.557510155257207,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,7.913599724038574,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,9.961326614320871,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,6.126020728569216,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.40344707505358,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.514850731147439,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,8.001170557991026,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,11.978445263376873,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2014,4.909605671391565,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,7.5981862765850625,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,9.476329350033465,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,7.40442700911443,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,5.12458218632482,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.107453224444452,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,7.89026107997218,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.3992594854183125,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,8.05238018630986,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,5.749909211959811,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,7.299411018163863,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,9.096488166122812,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.018074491777123,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,5.87219749374611,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,6.742324546461796,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,9.438662344309845,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,3.238357326309214,Metro Regions,0,0,0,All
